用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
致敬传奇饮料康师傅,保密,见过兔饼和蛇饼，算不算小众[doge],,1级评论,6,0,2025-03-28 19:07:52
喜欢摸鱼的言成酱,保密,但是狗被车撞死的也不是少数，我家养过4代狗前三代都死于车祸,,1级评论,6,0,2025-03-28 19:05:51
HalloGenossen,男,有猫饼,,1级评论,4,0,2025-03-28 19:05:23
航空母舰油漆工,保密,看到好多次猫饼了。甚至停车场里，很难想象,,1级评论,6,0,2025-03-28 18:59:59
致敬传奇饮料康师傅,保密,见过兔饼和蛇饼，算不算小众[doge],,1级评论,6,0,2025-03-28 19:07:52
喜欢摸鱼的言成酱,保密,但是狗被车撞死的也不是少数，我家养过4代狗前三代都死于车祸,,1级评论,6,0,2025-03-28 19:05:51
HalloGenossen,男,有猫饼,,1级评论,4,0,2025-03-28 19:05:23
航空母舰油漆工,保密,看到好多次猫饼了。甚至停车场里，很难想象,,1级评论,6,0,2025-03-28 18:59:59
穿二次元过,保密,有傻狗喜欢睡路中间，你没见过？,,1级评论,6,0,2025-03-28 18:55:20
账号已注销,保密,狗少点，刺猬和猫比较多，狗品相好的撞死都拉走吃肉了，我就捡过好几个别人撞死的，能自己吃，也能卖给别人。,,1级评论,0,0,2025-03-28 18:51:26
Vegaberry,男,我经常在高速路看到汪汪血饼呀,,1级评论,6,0,2025-03-28 18:50:17
三角洲破产王,保密,狗都是拴着的，而且聪明，知道那玩意可能撞死他，猫却不知道，而且谁家好人拴猫？自然路上都是，猫饼，还有老鼠饼,,1级评论,5,0,2025-03-28 18:49:33
盒盒盒_official,保密,动物饼算啥，还有人饼呢[笑哭],,1级评论,5,0,2025-03-28 18:48:59
良人TXT,男,错，看不到狗饼是因为狗比较大，要不创飞要不就是肉泥，不过显然城市的车不会那么快那么重,,1级评论,6,0,2025-03-28 18:45:26
-----------咖,保密,猫有时候会冲着车哈气,,1级评论,5,0,2025-03-28 18:42:08
虎鲸kaxier,男,高速上猫饼多的可怕，狗饼较少，鸟饼最少见,,1级评论,6,0,2025-03-28 18:37:28
机械教随军神甫,男,我见过被火车从中间压成两片的猫[笑哭],,1级评论,6,0,2025-03-28 18:24:50
乐典孝急麻,保密,而且狗的身高也更高也更大除非是大车多的地方，否则更容易被撞飞而不是被压死,,1级评论,5,0,2025-03-28 18:08:42
GlennQuaGMIlRe,保密,所以说 你有猫病 没人说你有狗病,,1级评论,4,0,2025-03-28 18:05:08
scraptrap,保密,赶紧掰下来还能吃...,,1级评论,3,0,2025-03-28 18:05:48
日望君,男,见过一次刺猬饼，见过两次黄大仙饼，其他没见过了[笑哭],,1级评论,5,0,2025-03-28 17:58:56
JetCreeper3641,男,刺猬饼……心疼轮胎[笑哭],日望君,2级评论,5,0,2025-03-28 18:04:59
麝在,保密,首先狗体型大的多，容易看到,,1级评论,3,0,2025-03-28 17:37:29
啊啦啊啦啊哈,男,[doge]这么说，晚上五六点出去玩，十点回来发现狗被撵出内脏啥的你想看吗，这不是饼，是无压缩的尸体,,1级评论,5,0,2025-03-28 17:34:12
一只屑豆鲨,保密,一秒猜到汽车性别哈🙄🙄💅💅,,1级评论,5,0,2025-03-28 17:26:42
莱欧斯利的肥几杯,保密,还有老鼠饼[笑哭],,1级评论,6,0,2025-03-28 17:17:14
没啥-纯属运气好,保密,狗饼也有，少，基本都是小狗。,,1级评论,5,0,2025-03-28 17:14:56
艾特樱花园,男,我之前练车经常看见几只狗，看红绿灯过马路。我那刻就觉得狗似乎比一些人都智能。,,1级评论,6,0,2025-03-28 17:02:17
云老板可厉害拉,保密,世界破破烂烂 ，小猫缝缝补补,,1级评论,5,0,2025-03-28 16:49:52
smilecatking,保密,哈吉米你上小镇市公路走走看看，隔三差五就有哈吉米躺在那,,1级评论,6,0,2025-03-28 16:49:46
smilecatking,保密,狗过马路会左看右看的[doge],,1级评论,6,0,2025-03-28 16:48:40
wakuda,男,我是狗我在发评论,,1级评论,4,0,2025-03-28 16:44:25
南华-蝶,保密,世界破破烂烂，小猫缝缝补补,,1级评论,5,0,2025-03-28 16:39:09
林檎荔枝,保密,这个账号是可以批量生产的盗视频机器人账号！请点不喜欢，不要三连，以免给盗视频的人带来收益！,,1级评论,5,0,2025-03-28 16:41:33
爱动手的小刘师傅,男,住马路边，车多的话，养不活的，我养过两只，你除非拿绳子套着，猫很爱到处跑的，几天没回来基本上就挂了。,,1级评论,5,0,2025-03-28 16:20:43
今晚自己来国道,保密,起飞咯,,1级评论,4,0,2025-03-28 16:19:16
Fronce,保密,浙江国道上看到过还没成饼的狗尸，然后又开了一小会看到一家狗肉馆。太应景了,,1级评论,6,0,2025-03-28 16:17:42
不歪--_,保密,猫是最糖的,,1级评论,5,0,2025-03-28 16:13:40
陌殇夜白,保密,说白了就是哈基米这种动物脑子不如狗[doge],,1级评论,5,0,2025-03-28 16:05:12
戈门-布什,女,狗被撞死，很快就被捡走了，爱吃狗的人比想象中的多。,,1级评论,5,0,2025-03-28 16:04:33
打个问号就睡觉,男,流浪狗不都被偷完了,,1级评论,6,0,2025-03-28 16:02:40
雕花笼清风剑,保密,狗是敏捷型动物，会躲,,1级评论,5,0,2025-03-28 15:58:27
呀吼-呦吼,保密,去年在一个偏僻的小区里租的房子，每天早上楼门口全是刺猬饼,,1级评论,5,0,2025-03-28 15:51:11
-_-随-_-意-_-吧,保密,主要是智商低，社会化弱。狗跟人混的时间太长了，有些已经能看红绿灯了,,1级评论,5,0,2025-03-28 15:50:12
烂人比烂,保密,我是真见过等红绿灯的狗，前面一个电驴大爷刚不想等红灯抢跑，后面灯亮了一只田园犬迈着悠闲的步伐过了斑马线（之前狗子是真在原地等着）,,1级评论,6,0,2025-03-28 15:45:21
梦里云荒,保密,[嗑瓜子]因为狗没成饼就下锅了。吃猫的少,,1级评论,5,0,2025-03-28 15:45:15
懵懵龍,保密,@丿Paprika灬 @精神萎靡的带学生,,1级评论,6,0,2025-03-28 15:42:12
灰暗色彩的心灵,男,狗饼太大了  看见就被扔出去了  并不是视频里面说的社会程度高  大狗撞了不会立马死  所以它们经常死在角落里面  小狗跟猫差不多,,1级评论,6,0,2025-03-28 15:16:15
燃烧吧小宇宙爆发吧,男,前两天我上班路上才有一条死狗  不过那条狗也是贱 天天躺马路中间 躺几天了,,1级评论,6,0,2025-03-28 15:11:01
喵了了个喵,保密,道路坑坑洼洼全靠小猫缝补,,1级评论,5,0,2025-03-28 14:56:57
鎺安杰尼龟,保密,猫饼 鼠片 旺旺血饼,,1级评论,5,0,2025-03-28 14:58:38
桃饱大王大D永恩,保密,世界破破烂烂，基米缝缝补补,,1级评论,6,0,2025-03-28 13:46:21
额的乖乖哦,保密,高速上有狗饼,,1级评论,6,0,2025-03-28 13:29:16
好运布丁,保密,说什么都有人信[思考],,1级评论,5,0,2025-03-28 13:14:27
dzhao丿,保密,直接带回去吃狗肉了,,1级评论,6,0,2025-03-28 13:05:08
小埕呀,保密,因为狗很狗[doge]它会挑撞得过的撞，一般遇到车什么的都躲着，遇到什么骑单车骑摩托的就会去追，有次我同学骑单车被一只大金毛撞翻了，然后金毛还逃逸了,,1级评论,6,0,2025-03-28 12:56:46
浮生若梦_OvO_,男,算了吧，我小时候上学要经过火车道，经常能看到狗的尸体,,1级评论,6,0,2025-03-28 12:57:12
核子可樂,保密,扯淡，狗流浪就被捕杀了,,1级评论,6,0,2025-03-28 12:52:56
刻晴单推入,男,还有鼠片,,1级评论,6,0,2025-03-28 12:52:27
哝哈,保密,狗没变成饼就被人捡走炖了,,1级评论,5,0,2025-03-28 12:51:49
可爱的小懵懵,男,狸花猫还是蛮聪明的，宠物猫是真蠢,,1级评论,6,0,2025-03-28 12:43:44
缹,男,"要不是以前小时候有段时间住国道旁边就信了你的话了[吃瓜]真相是猫狗都有概率被撞死，只不过狗大多体型比猫大多了，撞了会撞飞，很多司机撞狗了会停车查看处理（观察汽车损坏情况，以及跟狗主人协商）。即使撞死在路中间也比较明显，后来的司机会避让，当地也会及时处理。
狗社会化确实高，但不妨碍被车撞死，会躲避车辆会走红绿灯的也是通过人类教导以及跟随人类学会的，而且也是极少数。狗对车的认知并没有想象的那么高。",,1级评论,6,0,2025-03-28 11:38:19
想要fumo,保密,城里狗过马路熟练些，乡里狗随心所欲的，过马路被撞太正常了,缹,2级评论,6,0,2025-03-28 11:42:44
太乙仙菌,保密,路边有河的话，雨后也有不少蛙饼[笑哭],,1级评论,6,0,2025-03-28 11:26:16
bomb炸弹君,保密,蛇饼也多,,1级评论,6,0,2025-03-28 11:20:35
积古,保密,以前在烟台流浪狗还多的时候，常见着狗成群结队过马路的，知道等信号灯(可能是看人走或者车停)，过的时候还一直左看看右看看，灵性的不得了,,1级评论,6,0,2025-03-28 10:55:09
最近电压有点低,男,狗会模仿人，多用于服务（导盲犬警犬却没听过导盲猫警猫），猫觉得谁也不怕，所以它不模仿就喜欢自己试。怪不得只听过猫主子和狗东西[doge],,1级评论,6,0,2025-03-28 10:35:04
无聊的椰子精,保密,国道上猫饼最多,,1级评论,6,0,2025-03-28 10:19:59
譬如泡影,保密,厌蠢,,1级评论,6,0,2025-03-28 10:18:52
旗帜飞舞,男,猫太小了，能直接碾过去了，狗体型大一些，家用车直接撞飞了，除非货车能撵,,1级评论,6,0,2025-03-28 10:09:11
武曲煞星开阳,保密,被撞死的狗高速上比较多，一般都是尸体躺在路边不是片状，猫饼和鼠片数量明显多了去了。前两年有一次跑高速的时候看见有个白色的影子从右边窜出来钻到前车下面，然后前车车底飞出来一个猫猫头在我车顶弹了一下掉后面去了，吓死我了,,1级评论,6,0,2025-03-28 10:01:34
黑肉大萝卜,保密,猫不懂，会硬闯…狗会躲！硬闯就容易成病了…,,1级评论,5,0,2025-03-28 09:54:44
游戏废人S,男,简单来说就是猫蠢,,1级评论,6,0,2025-03-28 09:15:15
上海爱丽丝造船厂,男,猫又笨又贱,,1级评论,6,0,2025-03-28 08:55:56
七彩快乐风男,保密,猫笨确实，社会化低级,,1级评论,6,0,2025-03-28 08:13:56
天天吃马肉棒棒的很,保密,[doge_金箍]我们这薯饼猫饼蛤蟆饼都挺多的，狗大容易看见些也不乱跑。,,1级评论,6,0,2025-03-28 07:57:16
月下鹤舞,男,哈，以前看交通事故合集，开局都是数几狗的，说明个头大碰撞都是飞出去，猫就是压过去。,,1级评论,6,0,2025-03-28 07:07:37
2022年01月10日,保密,猫的脑子比核桃大不了多少，而且褶皱少，智商不高，还得在人类身边进化才行,,1级评论,5,0,2025-03-28 05:51:34
子阳夜羽,保密,我开车见过狗走红绿灯斑马线[笑哭],,1级评论,6,0,2025-03-28 05:32:27
人生缺失但过期不候,保密,我感觉狗多，还有一次好像遇到个狐狸饼，给我心疼死了,,1级评论,6,0,2025-03-28 05:22:00
步尘,保密,因为狗通常比较大只，都是被创到路边，而不是压成狗饼，我住农村也见过开车把狗创死的，不是每只狗都知道避开车,,1级评论,6,0,2025-03-28 01:21:19
OB一长串字母女士,保密,狗饼不是没有，但是能被压死的都是小狗，老狗基本都能认知到车的危险,,1级评论,5,0,2025-03-28 00:32:24
44-联吡啶,女,我见过人饼[辣眼睛],,1级评论,6,0,2025-03-27 22:07:48
DH_z1tr0ne,保密,但我身边狗饼才是最多的。。厂子里一共有过四只狗子，全部是死在厂里的慢速车下，我自己开车也撞飞过一只大金毛狗子，有时难以理解，狗明明会判断车的动向，为什么还会经常被压,,1级评论,6,0,2025-03-27 21:34:49
国wmingbiaozhijia,保密,时不时看到刺猬🦔饼,,1级评论,5,0,2025-03-27 21:12:39
菜神123,保密,无所谓，进化论会给出答案——不提高智商就给我死去[吃瓜],,1级评论,6,0,2025-03-27 20:50:44
慨慨obo,男,猫只是比狗笨，但不等于是最笨的，更笨的是完全不听指令、完全无法和人类相处的那些。公路上也很少见到羊饼 鹅饼 刺猬饼，也并不等于它们智商就高,,1级评论,6,0,2025-03-27 20:34:02
李鲜勝,保密,有点扯  看不到狗饼是应为狗子体型比猫大都是直接撞飞的你看泰迪那总小体型的 你看看路上有没有这样的饼,,1级评论,3,0,2025-03-27 20:04:58
不吃香菇ivi,保密,说白了就是蠢,,1级评论,6,0,2025-03-27 19:58:34
大大糖衣炮弹,男,猫看到车会赶紧冲过马路，狗会吓一跳往回汪汪跑,,1级评论,6,0,2025-03-27 17:56:08
大骨熬成汤_,保密,猫会主动往车轮下面钻的,,1级评论,6,0,2025-03-27 15:52:42
Tommy2220,保密,有溜狗的，溜鸟的，就是没有溜猫的,,1级评论,4,0,2025-03-27 14:59:02
琳筠岚,保密,我见过最多的是鼠片,,1级评论,6,0,2025-03-27 12:59:39
忍者龙龟,保密,狗比人还遵守交通规则，有些人狗都不如,,1级评论,5,0,2025-03-27 12:09:07
龙鳎嘛57,男,"还有狗体型大，不适合钻绿化带，会倾向于走路口。
狗被吓到了第一反应是找大哥，猫被吓到了第一反应是蹿。
所以猫被撞几率比狗大得多。",,1级评论,6,0,2025-03-27 11:59:31
二姜CAT,保密,狗子智力高一些，个头也更大一些,,1级评论,6,0,2025-03-27 11:52:41
旅者薇瑟,保密,只能说，确实路上很多次看见都是猫>爆浆猫坨>猫酱>猫片，猫片算好的了，上次看见爆浆猫坨啧啧[笑哭],,1级评论,6,0,2025-03-27 11:08:52
赛里斯脱靶王,男,"你冲向猫咪，它会先打横向着你，观察一下再跑…
你冲向狗子，它会先跑开几米，然后转头骂骂咧咧～
在高速上就这一米半米的距离决定生死[藏狐]",,1级评论,6,0,2025-03-27 10:56:59
沉着冷静认真细致,男,狗能理解人类社会的规则是真的比猫聪明太多，哪怕红绿色盲看不清红绿灯，我也见过有狗，在旁边没有行人给它做榜样时候，独自等红绿灯，然后溜达溜达过路口[笑哭],,1级评论,6,0,2025-03-27 10:55:07
月见月零,保密,狗会跟着人过马路，猫会自杀,,1级评论,6,0,2025-03-27 10:51:54
偶然间发货人,保密,它那脑子太小了[doge],,1级评论,6,0,2025-03-27 10:27:36
遇事不决鲒解决,男,农村辣片很多[doge],,1级评论,6,0,2025-03-27 10:14:22
言不由衷huai孩子,保密,世界破破烂烂 小猫缝缝补补(,,1级评论,6,0,2025-03-27 10:09:48
哈基蜗的大跌,保密,世界坑坑洼洼，基米填填补补,,1级评论,5,0,2025-03-27 10:05:22
alike利尔,女,我看到过最多的是刺猬饼,,1级评论,6,0,2025-03-27 10:00:48
你心里糟糕的念头,保密,路上看到过半只狗架子的[无语]，猫的确最多,,1级评论,5,0,2025-03-27 09:51:55
大西泉社,男,能不能来点骑士饼，猫饼没意思看太多了,,1级评论,6,0,2025-03-27 09:20:45
葬送的冻雪莲,女,006792号皇家骑出列！[生气_金箍],大西泉社,2级评论,6,1,2025-03-27 12:24:12
把你妹交出来,保密,哈基米哈爱猫人士，爱猫人士就会更喜欢哈基米 [吃瓜]  哈基米觉得哈汽车，汽车也会更喜欢哈基米 [吃瓜],,1级评论,5,0,2025-03-27 08:53:41
平安蛮颓,男,只要冲车哈气一切都会好起来,,1级评论,6,0,2025-03-27 08:42:00
賽博蒸氣,男,狗饼也很多,,1级评论,6,0,2025-03-27 08:22:13
刨根问底协会会长,男,之前看过狗在路中间配对，再回来就死了都要爱了。,,1级评论,5,0,2025-03-27 06:15:43
清蒸鲤鱼打了挺,女,我家楼下的野狗过马路会左右看车,,1级评论,6,0,2025-03-27 05:37:56
陸楽,男,猫过马路都是闭着眼睛冲，有车来冲得更快，仿佛它觉得它可以跑得比车快,,1级评论,6,0,2025-03-27 05:00:03
海若梵陀,男,"猫看到高速接近的物体，第一反应是冲到它的路径上，然后再跑到别处，但往往速度不够，导致被撞死，可以说完全是猫自己作的
狗饼经常是年纪不足一岁的小狗，认知和行动力有限而被撞死",,1级评论,6,0,2025-03-27 01:48:36
S-Rolland,保密,"世界破破烂烂
小猫缝缝补补[星星眼]",,1级评论,6,0,2025-03-27 01:46:34
crycat_,男,经常见到开膛破肚的猫饼，主要我们这边流浪猫太多了，而且一个个都快胖成球了,,1级评论,6,0,2025-03-27 01:39:57
黄瓜汁汁,男,流浪猫的数量太多了，死的也多，而且猫确实爱发疯冲刺,,1级评论,6,0,2025-03-27 00:38:45
